$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,No_units
2,7.491,4,6.961,657096,1145.0
4,7.318,3,5.916,580614,1145.0
2,7.755,3,7.586,1254376,1145.0
3,7.639,4,6.352,917276,1145.0
0,8.713,4,6.839,746676,1145.0
2,8.261,4,7.809,1150413,1145.0
3,7.49,3,7.49,633266,1145.0
2,8.69,2,8.69,1256416,1145.0
3,7.625,3,7.625,1704417,1145.0
1,8.621,4,6.969,342736,1145.0
1,7.686,2,7.218,2405797,1145.0
4,8.924,4,8.924,1060044,1145.0
3,7.845,4,7.203,524809,1145.0
0,7.969,0,7.969,1051718,1145.0
3,8.6,4,8.25,1403697,1145.0
3,7.772,3,7.772,306879,1145.0
3,7.853,4,7.31,407673,1145.0
0,7.18,0,7.18,455245,1145.0
1,7.867,2,6.556,673964,1145.0
1,8.948,4,7.827,1052357,1145.0
0,8.097,3,7.469,1195849,1145.0
4,7.855,2,6.591,2410114,1145.0
3,8.357,3,8.357,4684655,1145.0
4,7.905,1,7.391,479566,1145.0
0,9.515,0,9.515,729905,1145.0
2,8.473,0,8.167,1145423,1145.0
2,7.007,2,7.007,984315,1145.0
1,8.527,1,8.527,636367,1145.0
1,8.144,2,7.817,352933,1145.0
2,8.356,3,7.924,1322930,1145.0
3,8.781,3,8.781,1288481,1145.0
3,7.664,3,7.664,272188,1145.0
0,8.725,0,8.725,1740553,1145.0
4,8.591,0,7.133,1053197,1145.0
4,7.705,0,6.505,1463423,1195.0
2,8.81,1,7.234,2280062,1195.0
0,7.614,4,6.817,3731808,1195.0
3,8.628,0,5.811,1157323,1195.0
1,8.431,3,7.649,2035279,1195.0
1,8.617,1,8.617,2306168,1195.0
2,7.793,3,6.7,2478683,1195.0
1,7.592,4,7.529,715380,1195.0
0,7.584,1,6.585,1690648,1195.0
1,7.954,3,7.917,400693,1195.0
4,7.97,3,6.556,2371008,1195.0
2,8.88,1,4.191,560920,1195.0
4,8.001,1,7.705,877328,1195.0
0,7.307,3,7.173,1693553,1195.0
3,7.745,1,7.726,3296654,1195.0
3,7.213,3,7.213,691756,1195.0
3,8.272,0,4.571,1289272,1195.0
2,8.334,1,7.168,615620,1195.0
0,8.761,3,6.707,1803944,1195.0
3,8.899,3,8.899,3359382,1195.0
1,9.49,3,6.635,1585399,1195.0
3,6.826,0,6.437,4682336,1195.0
1,7.733,4,7.723,1476117,1195.0
4,8.104,1,7.005,894152,1195.0
4,8.493,1,8.465,1232116,1195.0
4,8.257,2,6.134,1337303,1195.0
0,7.967,0,7.967,1397729,1195.0
4,7.998,3,7.448,1487062,1195.0
2,7.935,3,7.664,1369015,1195.0
1,8.197,0,7.763,1663888,1195.0
3,8.323,2,7.175,920225,1195.0
4,9.324,2,6.207,3386790,1195.0
2,8.616,2,8.616,978390,1195.0
4,8.22,4,8.22,1226746,1195.0
1,8.424,4,8.109,1909790,1195.0
3,8.084,1,7.357,1166880,1195.0
1,7.99,1,7.99,857352,1195.0
4,8.492,1,7.146,1308048,1195.0
4,9.039,4,9.039,1388785,1195.0
3,8.163,4,7.326,2588644,1195.0
4,8.154,1,6.872,972439,1195.0
3,8.954,4,7.27,1043107,1195.0
0,9.836,2,7.749,2463530,1195.0
0,8.076,0,8.076,2549595,1195.0
2,8.551,2,8.551,2597925,1195.0
2,7.917,1,7.547,2361377,1195.0
3,8.013,3,8.013,1720534,1195.0
1,7.462,1,7.462,305246,1195.0
4,8.85,4,8.85,2040406,1195.0
3,7.979,0,7.708,805249,1195.0
4,7.637,4,7.637,1185574,1195.0
1,6.995,4,5.66,1460990,1195.0
0,8.16,3,6.886,855292,1195.0
2,7.783,1,4.797,747315,1195.0
2,7.716,3,7.474,1732398,1195.0
4,8.203,3,6.944,1521431,1195.0
1,8.39,2,7.609,421671,1195.0
2,7.523,0,5.104,1401996,1195.0
2,9.436,0,7.407,4450417,1195.0
1,8.98,1,8.98,2203936,1195.0
4,8.349,4,8.349,828115,1195.0
1,8.408,2,5.213,986909,1195.0
2,7.609,4,7.205,1416235,1195.0
3,7.415,4,7.382,1816452,1195.0
3,7.399,3,7.399,1618535,1195.0
1,7.791,0,6.632,550514,1195.0
0,7.457,4,7.013,448405,1195.0
4,9.02,4,9.02,2850405,1195.0
3,8.249,1,6.992,2667745,1195.0
1,9.665,4,6.513,2406840,1195.0
3,7.209,0,7.062,1504101,1195.0
3,7.978,3,7.978,496941,1195.0
3,9.788,1,7.615,1225349,1195.0
3,7.293,2,7.182,1581129,1195.0
0,8.04,4,7.072,2850393,1195.0
3,8.77,4,6.511,1720942,1195.0
0,7.526,4,7.126,2852609,1195.0
2,8.325,4,7.987,432765,1195.0
1,6.499,0,6.426,1354756,1195.0
0,7.802,4,7.386,1155798,1195.0
0,7.982,2,7.453,1926609,1195.0
1,8.204,0,7.049,1286811,1195.0
0,8.41,3,6.018,838083,1195.0
0,6.737,0,6.737,2311269,1195.0
2,8.689,3,6.275,435389,1195.0
3,8.439,1,7.758,880881,1195.0
1,7.486,2,6.441,2945215,1195.0
3,7.191,4,7.031,546878,1195.0
1,7.941,1,7.941,652098,1195.0
0,7.832,1,6.87,628905,1195.0
4,7.584,4,7.584,1948929,1195.0
3,9.453,3,9.453,2736750,1195.0
0,7.953,1,5.932,787942,1195.0
1,7.553,1,7.553,528385,1195.0
2,7.37,3,5.884,529411,1195.0
1,7.518,2,6.338,3262607,1195.0
2,8.619,2,8.619,2404075,1195.0
0,7.888,3,7.002,2575364,1195.0
0,8.338,3,7.694,892843,1195.0
0,7.554,2,7.399,2841713,1195.0
4,7.281,2,6.241,424242,1245.0
2,7.625,4,7.176,1394837,1245.0
3,8.6,1,6.212,2190193,1245.0
0,7.571,4,7.407,1253019,1245.0
3,8.686,1,7.758,1946785,1245.0
2,7.755,3,6.878,2555046,1245.0
3,8.327,2,7.009,2892645,1245.0
0,8.345,4,7.38,612314,1245.0
1,7.831,1,7.831,1477521,1245.0
2,7.012,2,7.012,883380,1245.0
1,8.748,0,6.313,1201897,1245.0
1,7.765,1,7.765,1011941,1245.0
2,7.748,4,7.48,3969953,1245.0
1,8.594,4,5.987,684537,1245.0
2,8.279,4,4.998,4395387,1245.0
1,7.159,4,6.435,1016626,1245.0
3,9.239,4,8.695,3357388,1245.0
2,7.861,1,6.017,1178472,1245.0
4,8.051,2,7.839,2114302,1245.0
0,7.622,1,5.291,2651060,1245.0
1,8.584,1,8.584,2340219,1245.0
1,8.028,1,8.028,2727944,1245.0
0,8.376,4,7.499,773795,1245.0
1,9.673,1,9.673,462933,1245.0
4,8.654,4,8.654,924237,1245.0
1,8.536,3,7.465,4090413,1245.0
1,7.439,2,6.279,1470607,1245.0
0,7.91,2,7.139,1570064,1245.0
3,8.685,2,5.835,1458057,1245.0
2,7.57,2,7.57,1136005,1245.0
4,8.063,3,6.043,2627685,1245.0
0,7.07,1,6.963,1060647,1245.0
3,8.268,3,8.268,1594070,1245.0
0,8.551,4,8.385,1021394,1245.0
1,8.01,4,6.3,757316,1245.0
1,7.419,2,5.65,763973,1245.0
4,7.404,4,7.404,1345955,1245.0
4,8.211,1,7.916,878051,1245.0
1,8.637,0,6.768,980536,1245.0
1,7.833,2,6.545,1912998,1245.0
0,8.282,0,8.282,2125633,1245.0
3,8.484,3,8.484,2702040,1245.0
2,8.241,3,7.584,1750684,1245.0
4,7.132,0,5.919,1522008,1245.0
4,7.936,1,6.49,2062506,1245.0
3,7.741,4,7.087,697048,1245.0
1,8.796,4,6.662,652586,1245.0
2,9.519,0,6.787,1428794,1245.0
1,9.069,0,6.668,1296376,1245.0
1,7.763,0,7.641,902573,1245.0
4,8.042,0,6.657,2159699,1245.0
2,9.064,0,5.587,957741,1245.0
4,8.465,4,8.465,4673931,1245.0
2,7.82,0,5.745,2791002,1245.0
1,7.631,0,5.498,2394707,1245.0
0,9.911,4,7.6,1154521,1245.0
2,8.523,4,7.471,2824648,1245.0
1,7.733,0,6.249,3334155,1245.0
4,7.177,4,7.177,679837,1245.0
4,7.375,0,6.747,1475876,1245.0
2,7.813,0,6.047,1027191,1245.0
0,8.103,1,6.205,2276097,1245.0
3,7.889,2,5.837,3042891,1245.0
1,8.996,0,7.098,1141600,1245.0
2,7.941,2,7.941,2088451,1245.0
2,8.452,3,7.293,850220,1245.0
0,8.984,0,8.984,1131315,1245.0
3,7.346,1,7.015,1412138,1245.0
1,7.581,1,7.581,935659,1245.0
0,7.723,4,6.161,1937002,1245.0
4,7.023,4,7.023,1271247,1245.0
0,8.342,2,6.432,1427077,1245.0
4,9.586,4,9.586,1189630,1245.0
4,8.214,4,8.214,4720562,1245.0
0,7.358,0,7.358,1078281,1245.0
4,6.977,3,6.623,1983021,1245.0
4,6.831,3,6.64,2200457,1245.0
2,7.819,0,7.099,753448,1245.0
4,7.124,1,6.298,813952,1245.0
3,9.897,0,7.558,4017768,1245.0
4,7.634,3,7.457,572026,1245.0
2,7.117,4,4.918,1721912,1245.0
1,8.099,2,7.948,1256273,1245.0
2,6.802,4,6.618,1972655,1245.0
4,7.867,2,6.634,548871,1245.0
3,9.007,4,8.255,1011764,1245.0
4,8.636,3,7.624,1035553,1245.0
1,8.812,1,8.812,1949937,1245.0
3,8.231,0,7.63,1959945,1245.0
1,7.173,2,6.918,4023741,1245.0
3,9.219,4,6.755,911992,1245.0
1,9.027,4,6.105,859569,1245.0
2,7.543,4,6.275,776684,1245.0
4,9.259,4,9.259,3708999,1245.0
1,9.649,0,7.792,1102325,1245.0
3,7.806,1,6.566,1625264,1245.0
0,7.555,4,7.131,1723658,1245.0
4,7.374,1,5.665,1934470,1245.0
2,8.028,0,7.685,1017762,1245.0
0,7.261,1,6.955,2009670,1245.0
2,7.855,2,7.855,1381293,1295.0
3,8.522,3,8.522,2003783,1295.0
2,8.069,1,6.594,2176124,1295.0
4,7.786,0,6.759,1214442,1295.0
2,9.259,0,5.05,1569987,1295.0
1,8.11,1,8.11,950675,1295.0
0,7.004,3,6.926,1126693,1295.0
0,8.794,2,5.707,902317,1295.0
1,9.515,2,6.343,1390453,1295.0
0,7.477,4,6.862,875857,1295.0
1,7.982,3,7.584,882271,1295.0
1,7.794,1,7.794,2769218,1295.0
1,7.418,3,6.559,832140,1295.0
0,7.709,0,7.709,770029,1295.0
0,7.208,0,7.208,1594110,1295.0
4,6.64,3,6.248,441125,1295.0
3,7.452,1,6.762,1098217,1295.0
0,8.189,1,8.163,1483755,1295.0
1,7.328,2,7.328,1655606,1295.0
1,7.53,1,7.53,1623851,1295.0
1,8.735,1,8.735,1439796,1295.0
2,7.554,0,6.812,1317545,1295.0
4,6.858,0,6.67,1170066,1295.0
3,7.773,1,7.559,955123,1295.0
1,8.38,4,7.721,2533611,1295.0
2,8.779,4,8.221,412378,1295.0
1,9.092,1,9.092,707454,1295.0
3,9.224,3,9.224,1550787,1295.0
2,8.074,2,8.074,1442169,1295.0
2,7.947,2,7.947,738449,1295.0
0,7.821,1,6.251,3344643,1295.0
1,7.363,1,7.363,3072422,1295.0
1,8.468,1,8.468,2136679,1295.0
2,8.557,3,8.243,1915695,1295.0
0,7.914,3,7.244,1260108,1295.0
2,6.903,2,6.903,1157359,1295.0
3,8.036,0,7.467,2744325,1295.0
1,7.376,3,6.198,1183422,1295.0
4,8.297,0,8.132,2692166,1295.0
1,8.926,0,7.534,3335674,1295.0
1,7.694,1,7.694,2837125,1295.0
0,8.627,2,5.714,3829191,1295.0
1,7.332,1,7.332,918661,1295.0
2,9.081,4,7.223,915293,1295.0
2,9.183,3,7.829,922984,1295.0
2,9.163,2,9.163,902336,1295.0
2,8.459,2,8.459,3026600,1295.0
0,7.766,2,6.023,5193338,1295.0
0,9.194,3,6.117,817118,1295.0
2,8.804,0,6.034,790536,1295.0
4,9.881,0,6.655,2107667,1295.0
3,8.509,4,5.644,1895511,1295.0
4,8.315,0,7.395,2050178,1295.0
3,8.296,4,6.729,1952134,1295.0
0,9.325,2,8.165,1456175,1295.0
3,8.768,2,7.787,1750689,1295.0
3,8.071,4,6.783,2134949,1295.0
1,9.196,4,7.799,1476472,1295.0
3,7.654,0,4.738,2953207,1295.0
0,7.679,1,7.644,3045356,1295.0
3,8.583,3,8.583,4330616,1295.0
2,8.048,4,7.092,1078538,1295.0
2,7.588,1,6.099,1544286,1295.0
4,7.814,1,6.045,734371,1295.0
2,8.758,0,7.395,2375385,1295.0
0,8.176,2,6.197,747116,1295.0
3,7.548,2,5.264,1487848,1295.0
1,7.733,1,7.733,1018237,1295.0
3,7.913,1,6.332,766467,1295.0
0,7.397,3,6.658,1869731,1295.0
2,7.157,4,7.0,3214460,1295.0
2,8.552,1,7.444,1996926,1295.0
4,8.269,0,6.617,1132729,1295.0
1,8.266,2,6.721,2280709,1295.0
1,7.08,4,6.978,1194178,1295.0
4,7.901,0,6.19,1559505,1295.0
3,8.927,2,6.948,3317735,1295.0
1,7.862,4,7.021,1186181,1295.0
2,7.811,2,7.811,721814,1295.0
4,8.687,2,8.193,657104,1295.0
4,9.333,3,6.472,2015465,1295.0
2,7.756,2,7.756,666543,1295.0
3,8.062,2,4.802,1850846,1295.0
3,7.955,2,7.914,678628,1295.0
1,7.965,2,7.476,1635911,1295.0
0,7.928,3,5.804,1580904,1295.0
0,7.287,2,6.399,1691642,1295.0
3,8.353,3,8.353,1916635,1295.0
0,8.584,0,8.584,902302,1295.0
2,8.071,2,8.071,1602496,1295.0
3,9.162,1,6.079,691356,1295.0
4,7.717,1,6.338,2543712,1295.0
0,7.238,4,7.221,1281987,1295.0
4,7.458,4,7.458,3392052,1295.0
3,8.167,0,7.359,1388204,1295.0
1,7.724,3,7.588,2008229,1295.0
1,8.167,1,8.167,1712089,1295.0
3,8.041,3,8.041,873347,1295.0
0,8.364,3,6.37,901665,1295.0
0,7.729,0,7.729,983944,1295.0
0,8.012,0,8.012,766331,1345.0
1,8.061,0,7.961,2215862,1345.0
0,8.154,2,7.071,1671340,1345.0
3,8.069,2,6.118,1631877,1345.0
1,7.951,1,7.951,989512,1345.0
4,6.792,2,6.612,1158498,1345.0
2,8.077,0,6.557,3532018,1345.0
3,8.703,2,6.411,5508759,1345.0
3,7.911,0,7.909,1162646,1345.0
3,7.629,1,6.35,1429670,1345.0
1,7.763,1,7.763,4257982,1345.0
0,7.679,0,7.679,4266639,1345.0
0,8.486,0,8.486,2357149,1345.0
1,8.201,1,8.201,747741,1345.0
1,7.81,4,7.354,1106576,1345.0
2,8.518,4,7.354,1092379,1345.0
0,7.81,3,6.178,955423,1345.0
0,8.605,2,6.229,551067,1345.0
4,7.726,3,6.04,3486975,1345.0
4,8.363,3,8.011,1840777,1345.0
4,8.458,2,6.96,1146744,1345.0
2,8.517,2,8.517,341820,1345.0
4,7.901,2,6.014,2465376,1345.0
3,9.115,4,7.27,3202905,1345.0
0,6.888,4,6.21,1106874,1345.0
2,9.426,0,7.705,647552,1345.0
2,8.077,3,6.68,581657,1345.0
2,9.23,4,5.966,532754,1345.0
2,8.279,2,8.279,4322731,1345.0
2,7.673,2,7.673,1948090,1345.0
3,7.635,4,7.614,1333397,1345.0
4,7.881,1,7.049,1598676,1345.0
3,8.607,3,8.607,1590191,1345.0
4,9.081,3,6.169,2246108,1345.0
4,7.74,4,7.74,1713762,1345.0
1,8.793,1,8.793,676137,1345.0
0,7.263,2,6.827,2762127,1345.0
4,7.612,4,7.612,1093173,1345.0
3,8.584,1,6.415,1163531,1345.0
3,8.293,3,8.293,400887,1345.0
0,8.5,2,5.768,2788260,1345.0
2,7.75,3,6.535,2653025,1345.0
3,7.088,0,6.939,256914,1345.0
0,8.228,0,8.228,1909454,1345.0
4,7.373,0,6.215,2222443,1345.0
1,7.496,1,7.496,1603587,1345.0
1,9.315,4,8.544,1171581,1345.0
3,7.98,1,6.621,1870762,1345.0
0,7.091,0,7.091,730564,1345.0
2,7.933,4,7.918,1875179,1345.0
1,8.523,3,7.315,1083525,1345.0
2,8.317,0,5.858,565310,1345.0
0,8.393,3,5.197,2610602,1345.0
3,7.454,0,6.495,1436246,1345.0
4,8.145,1,7.549,1503637,1345.0
2,9.283,0,7.512,1866563,1345.0
0,7.023,3,6.562,2262778,1345.0
3,8.51,1,6.977,979509,1345.0
3,7.879,1,7.007,1865611,1345.0
1,8.247,2,6.721,1268444,1345.0
3,9.366,2,8.508,959745,1345.0
4,7.951,4,7.951,3327713,1345.0
0,6.954,1,6.769,2193260,1345.0
3,7.457,3,7.457,712420,1345.0
2,9.372,4,7.132,1541428,1345.0
4,7.891,2,6.756,2984991,1345.0
0,7.829,1,7.616,696900,1345.0
4,7.096,0,6.501,1257279,1345.0
4,9.037,1,7.765,1936904,1345.0
0,7.265,3,6.402,1061284,1345.0
1,8.326,1,8.326,1584900,1345.0
4,7.287,2,7.045,602820,1345.0
0,7.619,2,6.831,1513465,1345.0
1,8.204,1,8.204,2256269,1345.0
1,8.212,0,7.382,797100,1345.0
2,7.73,2,7.73,1908808,1345.0
2,8.941,4,7.475,2704797,1345.0
1,7.96,1,7.96,1829457,1345.0
4,9.19,4,9.19,2373414,1345.0
2,8.173,0,8.07,1055366,1345.0
0,7.51,4,6.494,956661,1345.0
1,8.103,3,7.786,364455,1345.0
0,7.787,1,6.779,2331405,1345.0
1,8.893,3,6.996,2438960,1345.0
0,8.341,0,8.341,427184,1345.0
1,7.214,1,7.214,1019447,1345.0
4,8.517,1,5.05,2408594,1345.0
0,8.348,3,5.892,2248274,1345.0
0,9.127,1,6.832,756014,1345.0
4,7.703,3,7.266,2287401,1345.0
4,8.543,1,6.486,2142683,1345.0
3,7.833,4,6.801,1123376,1345.0
0,7.165,0,7.165,963181,1345.0
3,7.196,4,7.11,2583222,1345.0
4,8.864,0,7.971,2404872,1345.0
4,8.262,4,8.262,2484834,1345.0
3,8.678,1,7.027,2014728,1345.0
4,7.652,4,7.652,1227973,1345.0
4,6.803,0,4.977,1215655,1345.0
2,9.831,3,7.48,2805446,1345.0
3,8.9,4,5.077,3273471,1395.0
3,8.312,1,6.135,2271631,1395.0
2,7.463,4,6.686,1815560,1395.0
0,7.138,4,6.877,3127126,1395.0
0,7.517,2,6.011,1546924,1395.0
1,8.796,1,8.796,1685023,1395.0
0,7.514,3,7.027,1669174,1395.0
4,8.272,0,7.25,1592392,1395.0
1,7.101,4,7.01,1929547,1395.0
4,7.637,0,7.517,2208183,1395.0
3,8.26,0,6.304,991354,1395.0
0,8.867,1,6.568,3160505,1395.0
1,8.058,1,8.058,1098337,1395.0
0,9.06,3,8.489,2909905,1395.0
1,7.32,1,7.32,1076271,1395.0
0,8.448,1,5.771,2507948,1395.0
1,7.713,0,6.551,2133950,1395.0
1,8.43,0,6.804,1764663,1395.0
3,9.046,0,7.549,1944059,1395.0
0,7.946,0,7.946,792991,1395.0
0,8.543,4,7.628,1293876,1395.0
2,9.654,2,9.654,591434,1395.0
0,8.086,1,7.587,2028660,1395.0
2,8.256,0,7.135,1234191,1395.0
4,7.481,0,6.228,3127129,1395.0
3,7.854,3,7.854,2412555,1395.0
3,7.804,3,7.804,2249071,1395.0
2,8.313,2,8.313,1575949,1395.0
0,8.717,4,7.191,2700227,1395.0
2,8.323,4,7.548,1205897,1395.0
4,8.111,1,6.66,1469484,1395.0
3,7.977,3,7.977,1601062,1395.0
1,7.995,4,7.084,1818235,1395.0
4,7.813,1,7.552,1907107,1395.0
1,7.915,3,6.197,731870,1395.0
3,8.846,0,6.369,2914790,1395.0
1,7.477,1,7.477,806054,1395.0
0,8.197,4,5.886,1805900,1395.0
3,7.505,4,6.725,2317409,1395.0
2,9.971,2,9.971,2537400,1395.0
2,8.173,1,7.621,2584065,1395.0
1,8.196,1,8.196,2653119,1395.0
4,8.326,4,8.326,2542006,1395.0
0,7.345,4,6.347,2874051,1395.0
1,8.389,2,6.96,1460769,1395.0
3,9.07,3,9.07,2726239,1395.0
1,7.703,1,7.703,2151906,1395.0
3,8.224,1,7.377,841155,1395.0
1,7.976,2,5.745,1756979,1395.0
4,7.444,4,7.444,1255235,1395.0
1,8.154,2,6.991,1716009,1395.0
1,8.103,1,8.103,3050660,1395.0
4,8.396,3,7.41,1535923,1395.0
1,8.039,1,8.039,1581366,1395.0
2,7.823,2,7.823,1980894,1395.0
3,9.252,4,6.817,1730652,1395.0
0,8.288,3,6.94,1695761,1395.0
2,8.584,1,5.81,1222177,1395.0
3,8.137,4,6.646,604493,1395.0
2,7.126,1,5.475,2732826,1395.0
1,7.775,2,6.619,4714446,1395.0
3,9.535,3,9.535,1538704,1395.0
0,7.696,2,6.976,5574335,1395.0
2,9.1,2,9.1,2076724,1395.0
1,7.191,4,6.833,2096059,1395.0
4,7.156,4,7.156,3107544,1395.0
2,7.292,0,6.97,2565029,1395.0
4,8.294,1,6.252,957964,1395.0
3,10.45,3,10.45,4558139,1395.0
0,8.961,2,6.58,999097,1395.0
4,9.451,4,9.451,1765160,1395.0
0,8.263,0,8.263,712761,1395.0
4,8.072,1,7.924,648387,1395.0
4,7.433,0,7.164,1184696,1395.0
1,8.964,0,7.506,9635802,1395.0
4,7.92,0,5.71,2198506,1395.0
2,7.64,0,7.163,1978767,1395.0
0,8.537,0,8.537,1317810,1395.0
1,8.698,2,7.972,1543776,1395.0
1,8.419,1,8.419,582080,1395.0
2,8.724,2,8.724,1725418,1395.0
2,8.286,0,6.762,1799225,1395.0
2,8.363,1,8.085,4775165,1395.0
3,8.47,3,8.47,1711992,1395.0
0,7.859,1,7.228,3154314,1395.0
2,8.437,0,5.117,984570,1395.0
3,8.984,3,8.984,2417364,1395.0
2,9.603,2,9.603,3246934,1395.0
0,8.863,2,6.002,1748160,1395.0
0,8.377,3,6.053,1989563,1395.0
2,9.251,2,9.251,2055580,1395.0
2,7.837,4,5.456,1894858,1395.0
4,7.641,2,6.592,2726685,1395.0
1,7.662,1,7.662,1378581,1395.0
4,7.102,0,5.121,1326981,1395.0
0,6.97,1,5.314,939844,1395.0
4,8.636,1,7.482,1235071,1395.0
4,9.207,1,7.619,2074051,1395.0
3,7.877,3,7.877,1630837,1395.0
1,9.906,3,6.783,2385636,1395.0
1,8.266,4,7.791,1351777,1445.0
2,9.051,0,7.456,1628815,1445.0
2,7.811,1,6.597,1613504,1445.0
0,9.072,3,7.41,2237517,1445.0
3,8.669,1,6.76,687521,1445.0
2,8.926,1,5.897,997469,1445.0
4,8.415,3,7.237,2013545,1445.0
0,7.935,0,7.935,590751,1445.0
4,7.883,4,7.883,936059,1445.0
2,7.748,4,6.923,748099,1445.0
0,7.626,0,7.626,3267511,1445.0
4,9.059,3,7.092,1826112,1445.0
3,7.076,4,6.444,1785752,1445.0
0,8.92,1,7.063,3754810,1445.0
4,9.233,3,6.124,1267202,1445.0
3,7.747,1,5.992,1634266,1445.0
4,9.154,2,6.09,2784237,1445.0
2,7.772,0,7.632,694951,1445.0
3,7.678,1,7.361,4065484,1445.0
0,9.279,3,8.626,1842689,1445.0
3,8.805,1,7.681,1991467,1445.0
0,9.745,0,9.745,1871974,1445.0
4,8.264,2,7.066,1413753,1445.0
2,7.88,4,6.517,2667125,1445.0
0,8.842,0,8.842,1628190,1445.0
0,8.704,2,6.024,1721976,1445.0
2,7.24,2,7.24,1643639,1445.0
1,7.304,1,7.304,2542255,1445.0
2,9.166,3,6.272,1716789,1445.0
2,8.356,3,7.421,2685107,1445.0
4,9.371,0,7.373,2454699,1445.0
0,7.812,1,7.593,1480747,1445.0
4,9.191,2,7.047,1025106,1445.0
3,8.168,2,7.541,2236596,1445.0
3,8.21,1,7.497,981402,1445.0
3,7.728,0,6.335,6786246,1445.0
0,7.743,2,5.954,3041093,1445.0
2,7.622,3,5.753,4786487,1445.0
0,8.702,2,7.59,1752193,1445.0
3,8.199,2,6.929,3050103,1445.0
3,8.907,3,8.907,328650,1445.0
2,8.413,2,8.413,890253,1445.0
4,8.337,0,5.192,1786187,1445.0
0,9.086,0,9.086,4031222,1445.0
1,7.547,4,7.364,1639486,1445.0
2,7.237,4,6.444,992748,1445.0
1,8.098,1,8.098,2460159,1445.0
2,8.704,2,8.704,1472051,1445.0
2,7.298,2,7.298,2876558,1445.0
1,8.834,4,6.326,2078179,1445.0
4,7.375,1,4.914,3210196,1445.0
0,7.59,1,7.148,3894769,1445.0
2,8.934,4,6.63,3995522,1445.0
1,7.409,1,7.409,1414191,1445.0
3,8.421,0,7.749,2727572,1445.0
4,9.262,4,9.262,761473,1445.0
1,8.235,1,8.235,1138134,1445.0
2,7.971,0,5.482,2828499,1445.0
2,7.084,3,6.451,1253749,1445.0
1,8.535,1,8.535,5679136,1445.0
3,8.485,4,5.922,2955257,1445.0
2,7.916,2,7.916,863331,1445.0
1,8.15,0,7.274,3503239,1445.0
1,8.829,0,5.269,1807962,1445.0
2,8.079,2,8.079,2018548,1445.0
1,7.7,3,6.203,1249525,1445.0
0,9.2,3,7.135,858978,1445.0
4,8.369,1,7.821,880822,1445.0
4,8.009,4,8.009,1495694,1445.0
2,8.329,1,7.657,1586304,1445.0
0,7.925,0,7.925,593588,1445.0
4,9.308,2,5.733,2149705,1445.0
4,7.867,4,7.867,4475857,1445.0
4,7.763,4,7.763,1674098,1445.0
1,8.506,4,7.968,5348754,1445.0
1,7.654,0,6.712,2376668,1445.0
2,7.924,3,7.7,2088257,1445.0
4,8.635,0,7.065,1897281,1445.0
3,8.869,3,8.869,3150608,1445.0
2,7.835,3,5.681,1701661,1445.0
0,7.77,3,5.458,2647582,1445.0
3,8.28,2,8.228,1632524,1445.0
0,8.107,1,7.289,2802182,1445.0
3,7.93,4,5.969,1910498,1445.0
1,6.679,1,6.679,3549873,1445.0
4,7.287,3,7.149,6413648,1445.0
0,8.154,0,8.154,3327696,1445.0
2,9.266,4,7.473,399835,1445.0
3,8.097,0,5.929,1443841,1445.0
1,7.938,0,6.432,1104093,1445.0
3,8.178,1,5.782,3135430,1445.0
2,7.303,2,7.303,1775129,1445.0
1,8.543,4,6.275,2797983,1445.0
3,8.773,4,8.683,1363687,1445.0
2,7.563,2,7.563,646311,1445.0
4,9.075,4,9.075,1638560,1445.0
1,7.707,3,5.958,8397049,1445.0
2,8.275,1,7.735,1623148,1445.0
3,8.391,3,8.391,846173,1445.0
0,9.437,0,9.437,957048,1445.0
3,8.303,2,8.034,2358924,1495.0
3,8.197,3,8.197,2050909,1495.0
3,7.842,1,7.642,2733497,1495.0
0,7.995,0,7.995,1968470,1495.0
3,8.956,3,8.956,511784,1495.0
2,8.221,2,8.221,1219661,1495.0
1,8.62,0,6.963,1540530,1495.0
1,8.63,1,8.63,1796483,1495.0
0,8.405,4,8.056,469973,1495.0
0,8.316,2,7.881,1884713,1495.0
0,8.128,1,6.415,1935912,1495.0
0,8.078,0,8.078,1445502,1495.0
4,8.514,0,6.701,1148414,1495.0
4,7.621,1,6.425,2806980,1495.0
2,6.733,1,6.659,369936,1495.0
0,8.296,3,7.126,5154574,1495.0
0,9.383,1,7.3,1938742,1495.0
2,8.299,4,7.218,913915,1495.0
1,7.306,3,5.958,1386974,1495.0
4,7.11,1,6.559,998893,1495.0
3,8.169,0,7.845,1788497,1495.0
3,8.848,3,8.848,2090987,1495.0
1,7.685,2,6.322,1669534,1495.0
3,7.862,1,7.423,2175842,1495.0
4,8.873,1,7.523,2485329,1495.0
4,8.962,1,6.197,4022948,1495.0
0,7.851,0,7.851,2437813,1495.0
1,7.75,0,7.358,2418968,1495.0
3,7.982,3,7.982,894982,1495.0
3,8.628,3,8.628,1035299,1495.0
1,7.936,0,7.565,1346902,1495.0
3,8.21,4,7.459,2851847,1495.0
2,8.316,3,6.561,2553946,1495.0
4,8.131,4,8.131,6346181,1495.0
3,7.072,0,5.643,3039706,1495.0
0,7.689,1,6.921,3729406,1495.0
0,7.843,0,7.843,1066675,1495.0
2,8.502,3,7.878,3908597,1495.0
