$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,No_units
0,9.541,4,6.223,106837,100
0,9.396,3,8.093,220547,100
0,7.521,2,7.491,403744,100
0,7.598,0,7.598,193653,100
4,7.438,1,7.397,165382,100
0,9.481,0,9.481,373678,100
2,8.188,3,5.032,461589,100
0,7.827,0,7.827,135621,100
2,9.799,2,9.799,180450,100
3,7.772,1,7.705,303124,100
1,7.439,2,7.087,143713,100
0,8.388,3,6.832,147443,100
1,7.356,1,7.356,656776,100
0,8.217,1,5.919,131611,100
3,8.9,2,8.26,168465,100
1,8.056,2,7.334,302460,100
4,7.683,0,6.917,138327,100
3,7.844,3,7.844,94095,100
3,7.243,0,6.739,324343,100
3,8.322,2,7.648,85484,100
1,8.942,1,8.942,248054,100
2,8.131,4,6.917,322791,100
0,8.941,0,8.941,74047,100
0,8.198,1,6.964,141829,100
0,7.774,4,7.307,253922,100
3,8.161,2,7.197,626408,100
4,8.098,4,8.098,132064,100
4,9.002,2,7.851,92897,100
1,8.81,4,7.686,85257,100
0,7.594,2,7.411,254759,100
1,9.158,4,6.073,1082361,100
2,7.901,2,7.901,546454,100
0,8.418,3,7.774,219051,100
0,8.925,1,7.946,168362,100
4,8.078,3,7.768,71492,100
4,7.516,0,6.955,542562,100
3,7.761,3,7.761,562655,100
0,7.343,0,7.343,147855,100
3,7.585,0,7.365,313446,100
3,8.1,3,8.1,135072,100
0,8.34,2,7.043,150712,100
4,9.255,3,8.846,157825,100
3,9.228,3,9.228,281519,100
2,8.803,0,8.083,130835,100
2,7.476,2,7.476,860892,100
1,7.765,2,7.601,204382,100
4,9.125,2,8.046,33626,100
0,7.633,1,7.119,357626,100
2,8.471,4,7.164,235278,100
3,9.073,1,7.474,264804,100
1,8.439,1,8.439,178828,100
3,7.702,3,7.702,132201,100
0,9.795,1,8.132,368908,100
0,7.825,2,6.211,217873,100
1,8.632,1,8.632,87202,100
2,7.637,1,6.707,313651,100
4,8.157,0,7.27,250806,100
4,8.415,4,8.415,141427,100
3,7.537,4,7.103,150850,100
4,8.045,0,7.065,490660,100
2,8.583,3,6.747,208182,100
0,8.675,3,7.743,131529,100
3,7.364,2,5.572,291913,100
1,8.54,0,7.185,126460,100
3,8.014,3,8.014,478167,100
3,8.384,3,8.384,124026,100
0,7.792,0,7.792,202883,100
4,8.223,1,7.428,456840,100
1,8.462,1,8.462,435404,100
0,7.902,3,7.7,42350,100
0,8.871,4,8.036,203275,100
4,7.228,1,6.984,217635,100
3,8.434,3,8.434,537266,100
4,7.853,3,7.739,393577,100
3,7.069,0,6.245,330814,100
0,7.899,3,6.881,192402,100
4,7.095,3,7.02,260722,100
0,9.305,1,7.418,363785,100
3,8.436,3,8.436,191067,100
0,8.031,1,7.281,141884,100
4,7.643,3,7.619,104808,100
0,8.31,1,5.922,177636,100
4,8.23,4,8.23,141696,100
0,9.278,4,7.845,1040811,100
0,8.95,1,8.18,149730,100
1,7.404,4,5.635,352479,100
1,8.24,0,7.016,559088,100
2,7.436,1,6.385,613407,100
0,7.187,0,7.187,129029,100
1,7.642,2,7.33,220828,100
2,8.838,2,8.838,143311,100
0,7.8,0,7.8,608001,100
0,7.807,0,7.807,194561,100
4,8.233,3,6.939,324939,100
2,7.575,3,7.037,218048,100
1,8.243,1,8.243,94132,100
3,8.789,3,8.789,85160,100
1,8.636,3,7.806,236525,100
3,7.492,3,7.492,679851,100
1,8.416,3,7.298,812231,100
1,8.078,1,8.078,413857,100
1,8.369,1,8.369,215142,100
2,7.736,1,7.019,653139,100
3,7.737,0,7.517,85825,100
4,6.864,0,6.842,126227,100
1,8.191,1,8.191,243493,100
4,7.114,1,5.983,453678,100
0,7.193,0,7.193,160719,100
2,9.328,4,8.003,294270,100
3,7.737,1,7.579,148527,100
2,8.692,3,8.424,126903,100
2,7.75,3,6.187,497102,100
0,8.66,1,7.02,206468,100
4,6.764,4,6.764,123247,100
2,9.602,0,6.498,210630,100
0,8.916,0,8.916,182811,100
0,8.985,2,8.451,121402,100
2,8.022,2,8.022,51651,100
0,7.879,0,7.879,264308,100
0,8.423,2,7.133,139100,100
3,8.999,3,8.999,395307,100
2,7.338,1,6.598,442999,100
3,8.912,2,6.183,277570,100
4,8.064,4,8.064,86140,100
2,7.349,3,6.665,480484,100
2,7.16,2,7.16,70418,100
1,9.032,3,8.683,334681,100
3,8.404,4,6.547,301592,100
1,8.576,2,6.545,90052,100
2,8.846,1,7.916,117143,100
2,8.336,2,8.336,96130,100
4,8.092,2,5.197,299255,100
0,7.778,1,6.295,114232,100
3,7.769,3,7.769,754150,100
2,8.225,4,7.841,74528,100
4,8.187,1,6.931,145804,100
1,7.704,4,7.297,293143,100
0,9.364,0,9.364,64336,100
2,8.912,2,8.912,221636,100
0,7.867,0,7.867,436407,100
0,8.82,0,8.82,582191,100
1,7.568,1,7.568,161884,100
3,8.735,1,8.169,101490,100
0,9.001,4,7.664,436627,100
0,7.579,1,7.506,73661,100
0,9.494,0,9.494,145778,100
0,9.691,3,7.926,253347,100
4,7.737,4,7.737,71303,100
1,7.938,1,7.938,100569,100
2,8.002,2,8.002,291854,100
4,7.788,1,7.349,94950,100
2,10.135,1,6.448,173969,100
3,7.277,0,6.844,127786,100
0,8.447,2,7.746,411592,100
1,7.204,1,7.204,112909,100
1,9.223,1,9.223,340761,100
0,8.607,0,8.607,492735,100
4,8.524,1,7.369,140436,100
4,8.623,4,8.623,393764,100
3,8.383,0,7.951,242041,100
0,8.874,0,8.874,703713,100
0,7.782,1,7.773,199705,100
1,7.938,1,7.938,203415,100
0,8.197,3,7.075,69560,100
2,8.287,2,8.287,331924,100
0,8.031,0,8.031,347514,100
1,8.632,2,7.232,305931,100
3,8.121,0,7.649,80830,100
4,8.515,0,8.126,686181,100
0,7.635,0,7.635,208752,100
4,7.628,0,5.907,353168,100
4,7.379,3,5.899,611746,100
1,7.349,2,7.27,585189,100
2,8.827,3,7.184,47310,100
1,8.732,1,8.732,140713,100
0,9.387,0,9.387,152255,100
2,7.431,2,7.431,257177,100
1,7.698,4,6.841,365873,100
2,9.032,0,8.535,331135,100
3,8.433,3,8.433,659519,100
1,8.422,3,7.898,86687,100
3,8.611,1,8.559,62026,100
0,8.169,3,8.158,5028417,500
1,8.383,1,8.383,7216813,500
2,7.469,0,7.425,1172640,500
1,8.125,1,8.125,3241079,500
2,10.126,2,10.126,2370720,500
1,8.106,1,8.106,4797607,500
4,8.421,3,7.816,5577627,500
2,7.424,4,7.046,7957853,500
1,7.357,2,7.35,15434722,500
2,7.602,3,7.209,3229902,500
1,9.348,1,9.348,13565635,500
2,8.268,4,6.596,3972764,500
1,9.761,4,7.439,6339977,500
3,6.686,3,6.686,3280846,500
0,8.868,0,8.868,2101011,500
3,9.278,4,8.068,6957950,500
4,7.446,4,7.446,8992869,500
1,6.735,1,6.735,1136938,500
4,7.977,4,7.977,10210784,500
4,9.451,0,8.803,13169639,500
1,8.01,3,7.689,4930602,500
0,10.323,0,10.323,3100392,500
0,7.871,0,7.871,7195065,500
3,7.869,3,7.869,1688081,500
2,9.505,3,7.945,930181,500
1,8.63,3,7.675,8494577,500
0,7.272,2,6.586,3023393,500
0,8.325,4,6.731,6051586,500
3,7.993,0,7.374,3880764,500
2,8.069,4,6.095,2072040,500
1,7.038,3,6.355,9617097,500
2,7.359,0,6.498,15146407,500
4,9.382,4,9.382,7782983,500
2,9.052,4,6.546,5354514,500
2,8.149,3,5.368,6336093,500
4,9.315,4,9.315,8760597,500
1,7.301,1,7.301,3127497,500
4,8.385,3,6.742,5615317,500
1,7.179,1,7.179,8588495,500
1,7.973,4,7.542,2161796,500
1,8.599,3,7.975,2487496,500
3,7.761,0,7.316,7518853,500
2,7.778,0,7.496,12478337,500
1,7.76,4,7.485,5100704,500
0,7.914,1,6.427,4235747,500
0,9.485,1,7.962,7886468,500
1,8.16,0,7.194,6138270,500
1,6.893,4,6.54,1341805,500
1,7.369,1,7.369,3650411,500
4,9.215,2,8.802,1132000,500
0,8.868,0,8.868,5996769,500
0,8.213,0,8.213,7949518,500
0,7.586,3,6.171,3368019,500
4,8.981,2,8.188,8779816,500
0,9.703,0,9.703,8894991,500
4,8.692,3,7.912,11277774,500
4,8.9,3,8.161,7015796,500
4,7.763,1,7.491,2976663,500
1,8.28,2,7.485,3332573,500
4,8.058,0,7.104,4120654,500
1,8.11,3,7.724,4649087,500
0,9.96,3,8.584,4278929,500
2,8.168,2,8.168,1106687,500
1,8.396,3,7.496,3422456,500
4,8.498,3,6.43,5568704,500
4,7.578,2,7.282,4428335,500
0,8.319,4,7.417,6772531,500
3,8.873,1,7.926,6045524,500
3,7.058,0,6.571,4076410,500
3,8.356,3,8.356,3389657,500
3,7.865,1,7.608,2463833,500
2,8.621,2,8.621,1527248,500
0,8.083,0,8.083,2571424,500
1,8.787,1,8.787,4191833,500
3,7.768,3,7.768,1139947,500
4,9.438,2,7.152,3900752,500
3,8.674,0,5.173,12586831,500
4,8.01,1,7.664,16138801,500
1,7.616,3,6.474,3089432,500
4,8.542,4,8.542,1725911,500
4,7.763,4,7.763,3032900,500
4,8.353,1,7.587,2686201,500
4,8.972,3,7.958,8460787,500
2,7.671,2,7.671,2491044,500
2,7.715,0,7.084,6903056,500
4,7.681,2,7.332,2741743,500
3,7.696,1,6.716,3061121,500
1,7.821,0,7.509,1611512,500
4,8.21,1,6.515,4470171,500
2,8.206,2,8.206,4620887,500
2,6.985,4,6.192,3191069,500
3,6.56,0,6.242,4613963,500
0,8.423,4,6.208,4426668,500
4,8.197,0,7.307,5235881,500
0,8.278,0,8.278,2852302,500
1,8.586,2,7.994,3953531,500
4,8.94,4,8.94,4941766,500
1,8.941,2,6.448,12131959,500
3,7.338,4,7.0,4661624,500
4,8.019,0,6.538,3420244,500
1,9.183,1,9.183,8356576,500
1,7.324,0,7.156,3219273,500
3,8.579,1,8.235,2067282,500
4,7.658,0,6.833,3035957,500
1,8.651,0,7.548,2568053,500
1,7.439,1,7.439,1761575,500
4,7.988,2,7.208,5508167,500
2,7.904,3,7.462,21637035,500
2,7.42,0,7.276,4804263,500
3,9.44,0,7.214,2057366,500
0,7.525,3,6.493,5325769,500
1,9.391,0,7.941,2726976,500
2,8.856,2,8.856,6479012,500
4,8.103,2,5.942,7121402,500
0,8.112,4,8.062,2664857,500
1,7.644,2,7.628,3356949,500
4,8.182,2,7.52,1093052,500
0,7.322,1,7.058,3621687,500
3,8.915,1,8.582,8690049,500
1,8.957,3,6.625,6985990,500
0,7.39,4,7.175,4692208,500
1,8.168,1,8.168,5370392,500
4,7.394,3,6.517,2000321,500
3,8.451,3,8.451,6448252,500
0,9.837,3,8.034,1993933,500
3,10.435,3,10.435,5185861,500
2,8.169,1,7.908,4882346,500
2,8.212,2,8.212,8057755,500
2,9.042,4,8.091,7470631,500
1,6.663,1,6.663,2818111,500
0,7.853,0,7.853,10566117,500
1,9.83,1,9.83,2045173,500
2,8.443,4,8.139,4165460,500
4,7.629,0,7.123,4305733,500
4,7.568,4,7.568,7010379,500
2,7.954,3,7.176,2783673,500
3,8.655,3,8.655,5614600,500
0,7.583,1,7.142,4208658,500
1,8.227,0,7.754,5269330,500
2,8.42,0,7.062,7051073,500
2,7.891,3,7.494,5010691,500
2,7.9,4,7.885,5619098,500
2,7.859,3,7.519,8648987,500
1,7.875,2,7.601,2257797,500
4,7.09,4,7.09,7451309,500
3,7.127,3,7.127,3508485,500
4,7.44,2,6.922,5178089,500
0,7.668,2,6.982,5726565,500
0,8.165,0,8.165,3933922,500
2,7.918,2,7.918,12444108,500
3,7.074,2,6.659,865841,500
2,9.46,2,9.46,6650987,500
0,8.085,1,7.165,4446488,500
0,8.569,1,6.436,9312557,500
2,9.005,4,8.682,5937213,500
3,6.946,0,6.789,4265369,500
3,8.508,4,7.947,3019711,500
2,8.611,1,7.422,5493740,500
0,8.399,4,8.014,3107814,500
3,7.457,0,6.893,6482037,500
0,7.588,3,6.286,8497321,500
0,7.747,3,7.649,8236655,500
2,8.564,2,8.564,4163854,500
2,7.668,2,7.668,4288692,500
0,8.133,0,8.133,6514726,500
3,7.551,2,7.527,1587728,500
0,7.94,0,7.94,20316323,500
4,9.285,4,9.285,2995992,500
3,8.62,3,8.62,1417261,500
1,9.54,1,9.54,4856448,500
3,9.499,1,7.873,5021091,500
4,8.283,3,6.183,4721694,500
3,8.197,2,7.742,3757559,500
2,8.763,2,8.763,5001581,500
2,9.0,1,6.394,4213751,500
2,7.488,4,7.272,8216846,500
0,8.824,2,5.881,4837916,500
2,6.657,2,6.657,2831987,500
0,8.322,3,7.129,4512528,500
2,8.909,1,5.466,5503558,500
2,8.351,0,6.751,5455336,500
3,7.434,3,7.434,3107121,500
3,6.502,3,6.502,14647363,500
1,7.946,1,7.946,2825458,500
0,8.048,3,6.831,5865327,500
0,8.21,0,8.21,7316065,500
0,8.431,0,8.431,6840130,500
0,9.787,1,7.838,1874780,500
3,7.956,2,7.797,2568172,500
4,7.503,3,7.0,5669672,500
3,8.794,4,7.382,2271105,500
1,8.912,1,8.912,5556634,500
0,7.956,0,7.956,9181541,500
2,7.828,4,6.846,2633832,500
1,7.809,4,6.41,3650367,500
2,7.614,3,7.599,2423528,500
3,8.191,2,7.032,4255449,500
1,8.39,0,6.741,3378421,500
1,8.992,1,8.992,3528626,500
2,7.341,2,7.341,2013521,500
